"hsapiens_homolog_ensembl_gene" "ensembl_gene_id.x" "external_gene_name.x" "hsapiens_homolog_associated_gene_name.x" "ensembl_gene_id.y" "external_gene_name.y" "hsapiens_homolog_associated_gene_name.y" "ensembl_gene_id" "external_gene_name" "hsapiens_homolog_associated_gene_name"
"2655" "ENSG00000100425" "ENSDARG00000051798" "brd1b" "BRD1" "ENSGALG00010008807" "BRD1" "BRD1" "ENSRNOG00000004538" "Brd1" "BRD1"
"2656" "ENSG00000100425" "ENSDARG00000013596" "brd1a" "BRD1" "ENSGALG00010008807" "BRD1" "BRD1" "ENSRNOG00000004538" "Brd1" "BRD1"
"2657" "ENSG00000100426" "ENSDARG00000024306" "zbed4" "ZBED4" "ENSGALG00010008938" "ZBED4" "ZBED4" "ENSRNOG00000004588" "Zbed4" "ZBED4"
"2658" "ENSG00000100427" "ENSDARG00000063026" "mlc1" "MLC1" "ENSGALG00010008055" "MLC1" "MLC1" "ENSRNOG00000032871" "Mlc1" "MLC1"
"2659" "ENSG00000100429" "ENSDARG00000086458" "hdac10" "HDAC10" "ENSGALG00010001559" "HDAC10" "HDAC10" "ENSRNOG00000031915" "Hdac10" "HDAC10"
"2660" "ENSG00000100433" "ENSDARG00000045956" "kcnk10b" "KCNK10" "ENSGALG00010017881" "KCNK10" "KCNK10" "ENSRNOG00000003813" "Kcnk10" "KCNK10"
"2661" "ENSG00000100433" "ENSDARG00000062849" "kcnk10a" "KCNK10" "ENSGALG00010017881" "KCNK10" "KCNK10" "ENSRNOG00000003813" "Kcnk10" "KCNK10"
"2662" "ENSG00000100442" "ENSDARG00000098059" "FKBP3" "FKBP3" "ENSGALG00010018294" "FKBP3" "FKBP3" "ENSRNOG00000004629" "Fkbp3" "FKBP3"
"2663" "ENSG00000100462" "ENSDARG00000079605" "prmt5" "PRMT5" "ENSGALG00010003985" "PRMT5" "PRMT5" "ENSRNOG00000012046" "Prmt5" "PRMT5"
"2664" "ENSG00000100473" "ENSDARG00000024032" "coch" "COCH" "ENSGALG00010005509" "COCH" "COCH" "ENSRNOG00000005286" "Coch" "COCH"
"2665" "ENSG00000100478" "ENSDARG00000054220" "ap4s1" "AP4S1" "ENSGALG00010005535" "AP4S1" "AP4S1" "ENSRNOG00000005765" "Ap4s1" "AP4S1"
"2666" "ENSG00000100479" "ENSDARG00000100028" "pole2" "POLE2" "ENSGALG00010019101" "POLE2" "POLE2" "ENSRNOG00000004242" "Pole2" "POLE2"
"2667" "ENSG00000100483" "ENSDARG00000060021" "vcpkmt" "VCPKMT" "ENSGALG00010019209" "VCPKMT" "VCPKMT" "ENSRNOG00000065305" "Vcpkmt" "VCPKMT"
"2668" "ENSG00000100485" "ENSDARG00000060506" "sos2" "SOS2" "ENSGALG00010019232" "SOS2" "SOS2" "ENSRNOG00000004826" "Sos2" "SOS2"
"2669" "ENSG00000100490" "ENSDARG00000017329" "cdkl1" "CDKL1" "ENSGALG00010019271" "CDKL1" "CDKL1" "ENSRNOG00000038720" "Cdkl1" "CDKL1"
"2670" "ENSG00000100503" "ENSDARG00000060298" "nin" "NIN" "ENSGALG00010019392" "NIN" "NIN" "ENSRNOG00000005540" "Nin" "NIN"
"2671" "ENSG00000100504" "ENSDARG00000002197" "pygl" "PYGL" "ENSGALG00010019481" "PYGL" "PYGL" "ENSRNOG00000006388" "Pygl" "PYGL"
"2672" "ENSG00000100505" "ENSDARG00000039123" "trim9" "TRIM9" "ENSGALG00010019557" "TRIM9" "TRIM9" "ENSRNOG00000007031" "Trim9" "TRIM9"
"2673" "ENSG00000100519" "ENSDARG00000037038" "psmc6" "PSMC6" "ENSGALG00010018043" "PSMC6" "PSMC6" "ENSRNOG00000007203" "Psmc6" "PSMC6"
"2674" "ENSG00000100522" "ENSDARG00000039892" "gnpnat1" "GNPNAT1" "ENSGALG00010018051" "GNPNAT1" "GNPNAT1" "ENSRNOG00000008641" "Gnpnat1" "GNPNAT1"
"2675" "ENSG00000100522" "ENSDARG00000039892" "gnpnat1" "GNPNAT1" "ENSGALG00010018051" "GNPNAT1" "GNPNAT1" "ENSRNOG00000039626" "AABR07059877.1" "GNPNAT1"
"2676" "ENSG00000100523" "ENSDARG00000086808" "ddhd1a" "DDHD1" "ENSGALG00010018142" "DDHD1" "DDHD1" "ENSRNOG00000009481" "Ddhd1" "DDHD1"
"2677" "ENSG00000100523" "ENSDARG00000037042" "ddhd1b" "DDHD1" "ENSGALG00010018142" "DDHD1" "DDHD1" "ENSRNOG00000009481" "Ddhd1" "DDHD1"
"2678" "ENSG00000100526" "ENSDARG00000039130" "cdkn3" "CDKN3" "ENSGALG00010018932" "CDKN3" "CDKN3" "ENSRNOG00000009785" "Cdkn3" "CDKN3"
"2679" "ENSG00000100528" "ENSDARG00000020311" "cnih1" "CNIH1" "ENSGALG00010018911" "CNIH1" "CNIH1" "ENSRNOG00000009811" "Cnih1" "CNIH1"
"2680" "ENSG00000100532" "ENSDARG00000037040" "cgrrf1" "CGRRF1" "ENSGALG00010018847" "CGRRF1" "CGRRF1" "ENSRNOG00000010178" "Cgrrf1" "CGRRF1"
"2681" "ENSG00000100554" "ENSDARG00000011175" "atp6v1d" "ATP6V1D" "ENSGALG00010020015" "ATP6V1D" "ATP6V1D" "ENSRNOG00000009080" "Atp6v1d" "ATP6V1D"
"2682" "ENSG00000100558" "ENSDARG00000012789" "plek2" "PLEK2" "ENSGALG00010019998" "PLEK2" "PLEK2" "ENSRNOG00000010098" "Plek2" "PLEK2"
"2683" "ENSG00000100564" "ENSDARG00000038348" "pigh" "PIGH" "ENSGALG00010019891" "PIGH" "PIGH" "ENSRNOG00000010914" "Pigh" "PIGH"
"2684" "ENSG00000100565" "ENSDARG00000060062" "" "LRRC74A" "ENSGALG00010005225" "" "LRRC74A" "ENSRNOG00000052456" "Lrrc74a" "LRRC74A"
"2685" "ENSG00000100567" "ENSDARG00000086618" "psma3" "PSMA3" "ENSGALG00010017428" "PSMA3" "PSMA3" "ENSRNOG00000007851" "Psma3" "PSMA3"
"2686" "ENSG00000100568" "ENSDARG00000039270" "vti1b" "VTI1B" "ENSGALG00010023791" "VTI1B" "VTI1B" "ENSRNOG00000060436" "Vti1b" "VTI1B"
"2687" "ENSG00000100577" "ENSDARG00000027984" "gstz1" "GSTZ1" "ENSGALG00010005270" "GSTZ1" "GSTZ1" "ENSRNOG00000047708" "Gstz1" "GSTZ1"
"2688" "ENSG00000100578" "ENSDARG00000097772" "si:ch211-185a18.2" "KIAA0586" "ENSGALG00010017341" "TA3" "KIAA0586" "ENSRNOG00000008244" "LOC690035" "KIAA0586"
"2689" "ENSG00000100580" "ENSDARG00000052390" "tmed8" "TMED8" "ENSGALG00010005281" "TMED8" "TMED8" "ENSRNOG00000064799" "Tmed8" "TMED8"
"2690" "ENSG00000100591" "ENSDARG00000028664" "ahsa1a" "AHSA1" "ENSGALG00010005335" "AHSA1" "AHSA1" "ENSRNOG00000048981" "Ahsa1" "AHSA1"
"2691" "ENSG00000100591" "ENSDARG00000100317" "ahsa1b" "AHSA1" "ENSGALG00010005335" "AHSA1" "AHSA1" "ENSRNOG00000048981" "Ahsa1" "AHSA1"
"2692" "ENSG00000100592" "ENSDARG00000015059" "daam1a" "DAAM1" "ENSGALG00010017098" "DAAM1" "DAAM1" "ENSRNOG00000004345" "Daam1" "DAAM1"
"2693" "ENSG00000100592" "ENSDARG00000009689" "daam1b" "DAAM1" "ENSGALG00010017098" "DAAM1" "DAAM1" "ENSRNOG00000004345" "Daam1" "DAAM1"
"2694" "ENSG00000100596" "ENSDARG00000018976" "sptlc2a" "SPTLC2" "ENSGALG00010004933" "SPTLC2" "SPTLC2" "ENSRNOG00000012210" "Sptlc2" "SPTLC2"
"2695" "ENSG00000100596" "ENSDARG00000074287" "sptlc2b" "SPTLC2" "ENSGALG00010004933" "SPTLC2" "SPTLC2" "ENSRNOG00000012210" "Sptlc2" "SPTLC2"
"2696" "ENSG00000100599" "ENSDARG00000077618" "rin3" "RIN3" "ENSGALG00010015431" "RIN3" "RIN3" "ENSRNOG00000007062" "Rin3" "RIN3"
"2697" "ENSG00000100600" "ENSDARG00000039150" "lgmn" "LGMN" "ENSGALG00010015472" "LGMN" "LGMN" "ENSRNOG00000007089" "Lgmn" "LGMN"
"2698" "ENSG00000100601" "ENSDARG00000071164" "alkbh1" "ALKBH1" "ENSGALG00010004944" "ALKBH1" "ALKBH1" "ENSRNOG00000012264" "Alkbh1" "ALKBH1"
"2699" "ENSG00000100603" "ENSDARG00000091563" "snw1" "SNW1" "ENSGALG00010004975" "SNW1" "SNW1" "ENSRNOG00000037998" "Snw1" "SNW1"
"2700" "ENSG00000100604" "ENSDARG00000008829" "chga" "CHGA" "ENSGALG00010015505" "CHGA" "CHGA" "ENSRNOG00000052549" "Chga" "CHGA"
"2701" "ENSG00000100605" "ENSDARG00000013056" "itpk1a" "ITPK1" "ENSGALG00010015103" "ITPK1" "ITPK1" "ENSRNOG00000008051" "Itpk1" "ITPK1"
"2702" "ENSG00000100605" "ENSDARG00000070583" "itpk1b" "ITPK1" "ENSGALG00010015565" "" "ITPK1" "ENSRNOG00000008051" "Itpk1" "ITPK1"
"2703" "ENSG00000100605" "ENSDARG00000013056" "itpk1a" "ITPK1" "ENSGALG00010015565" "" "ITPK1" "ENSRNOG00000008051" "Itpk1" "ITPK1"
"2704" "ENSG00000100605" "ENSDARG00000070583" "itpk1b" "ITPK1" "ENSGALG00010015103" "ITPK1" "ITPK1" "ENSRNOG00000008051" "Itpk1" "ITPK1"
"2705" "ENSG00000100612" "ENSDARG00000003444" "dhrs7" "DHRS7" "ENSGALG00010016937" "DHRS7" "DHRS7" "ENSRNOG00000005589" "Dhrs7" "DHRS7"
"2706" "ENSG00000100612" "ENSDARG00000003444" "dhrs7" "DHRS7" "ENSGALG00010016937" "DHRS7" "DHRS7" "ENSRNOG00000067058" "LOC120093108" "DHRS7"
"2707" "ENSG00000100612" "ENSDARG00000003444" "dhrs7" "DHRS7" "ENSGALG00010016937" "DHRS7" "DHRS7" "ENSRNOG00000025648" "Dhrs7l1" "DHRS7"
"2708" "ENSG00000100614" "ENSDARG00000032155" "ppm1aa" "PPM1A" "ENSGALG00010016903" "PPM1A" "PPM1A" "ENSRNOG00000005916" "Ppm1a" "PPM1A"
"2709" "ENSG00000100614" "ENSDARG00000043250" "ppm1ab" "PPM1A" "ENSGALG00010016903" "PPM1A" "PPM1A" "ENSRNOG00000005916" "Ppm1a" "PPM1A"
"2710" "ENSG00000100625" "ENSDARG00000031983" "six4b" "SIX4" "ENSGALG00010017918" "SIX4" "SIX4" "ENSRNOG00000007250" "Six4" "SIX4"
"2711" "ENSG00000100625" "ENSDARG00000004695" "six4a" "SIX4" "ENSGALG00010017918" "SIX4" "SIX4" "ENSRNOG00000007250" "Six4" "SIX4"
"2712" "ENSG00000100626" "ENSDARG00000053190" "galnt16" "GALNT16" "ENSGALG00010020287" "GALNT16" "GALNT16" "ENSRNOG00000004589" "Galnt16" "GALNT16"
"2713" "ENSG00000100628" "ENSDARG00000102490" "asb2b" "ASB2" "ENSGALG00010016987" "ASB2" "ASB2" "ENSRNOG00000051619" "Asb2" "ASB2"
"2714" "ENSG00000100632" "ENSDARG00000032866" "erh" "ERH" "ENSGALG00010021576" "ERH" "ERH" "ENSRNOG00000004883" "Erh" "ERH"
"2715" "ENSG00000100644" "ENSDARG00000034293" "hif1ab" "HIF1A" "ENSGALG00010017810" "HIF1A" "HIF1A" "ENSRNOG00000008292" "Hif1a" "HIF1A"
"2716" "ENSG00000100647" "ENSDARG00000030116" "susd6" "SUSD6" "ENSGALG00010021535" "SUSD6" "SUSD6" "ENSRNOG00000045941" "Susd6" "SUSD6"
"2717" "ENSG00000100650" "ENSDARG00000027734" "srsf5b" "SRSF5" "ENSGALG00010021516" "SRSF5" "SRSF5" "ENSRNOG00000005513" "Srsf5" "SRSF5"
"2718" "ENSG00000100652" "ENSDARG00000030588" "slc10a1" "SLC10A1" "ENSGALG00010021491" "SLC10A1" "SLC10A1" "ENSRNOG00000005794" "Slc10a1" "SLC10A1"
"2719" "ENSG00000100664" "ENSDARG00000003681" "eif5" "EIF5" "ENSGALG00010015759" "EIF5" "EIF5" "ENSRNOG00000065729" "Eif5-ps1" "EIF5"
"2720" "ENSG00000100664" "ENSDARG00000003681" "eif5" "EIF5" "ENSGALG00010015759" "EIF5" "EIF5" "ENSRNOG00000010218" "Eif5" "EIF5"
"2721" "ENSG00000100664" "ENSDARG00000003681" "eif5" "EIF5" "ENSGALG00010015759" "EIF5" "EIF5" "ENSRNOG00000062798" "" "EIF5"
"2722" "ENSG00000100664" "ENSDARG00000003681" "eif5" "EIF5" "ENSGALG00010015759" "EIF5" "EIF5" "ENSRNOG00000006459" "AABR07041140.1" "EIF5"
"2723" "ENSG00000100665" "ENSDARG00000090850" "serpina1l" "SERPINA4" "ENSGALG00010017525" "" "SERPINA4" "ENSRNOG00000009788" "Serpina4" "SERPINA4"
"2724" "ENSG00000100665" "ENSDARG00000090286" "serpina1" "SERPINA4" "ENSGALG00010017466" "SPIA4" "SERPINA4" "ENSRNOG00000009788" "Serpina4" "SERPINA4"
"2725" "ENSG00000100665" "ENSDARG00000090286" "serpina1" "SERPINA4" "ENSGALG00010017525" "" "SERPINA4" "ENSRNOG00000009788" "Serpina4" "SERPINA4"
"2726" "ENSG00000100665" "ENSDARG00000090850" "serpina1l" "SERPINA4" "ENSGALG00010017466" "SPIA4" "SERPINA4" "ENSRNOG00000009788" "Serpina4" "SERPINA4"
"2727" "ENSG00000100678" "ENSDARG00000004931" "slc8a3" "SLC8A3" "ENSGALG00010021473" "SLC8A3" "SLC8A3" "ENSRNOG00000029871" "Slc8a3" "SLC8A3"
"2728" "ENSG00000100697" "ENSDARG00000001129" "dicer1" "DICER1" "ENSGALG00010017545" "DICER1" "DICER1" "ENSRNOG00000010711" "Dicer1" "DICER1"
"2729" "ENSG00000100711" "ENSDARG00000027887" "zfyve21" "ZFYVE21" "ENSGALG00010016049" "ZFYVE21" "ZFYVE21" "ENSRNOG00000012185" "Zfyve21" "ZFYVE21"
"2730" "ENSG00000100714" "ENSDARG00000018266" "mthfd1a" "MTHFD1" "ENSGALG00010017583" "MTHFD1" "MTHFD1" "ENSRNOG00000005602" "Mthfd1" "MTHFD1"
"2731" "ENSG00000100714" "ENSDARG00000040492" "mthfd1b" "MTHFD1" "ENSGALG00010017583" "MTHFD1" "MTHFD1" "ENSRNOG00000005602" "Mthfd1" "MTHFD1"
"2732" "ENSG00000100722" "ENSDARG00000041402" "zc3h14" "ZC3H14" "ENSGALG00010017996" "ZC3H14" "ZC3H14" "ENSRNOG00000004083" "Zc3h14" "ZC3H14"
"2733" "ENSG00000100726" "ENSDARG00000000830" "telo2" "TELO2" "ENSGALG00010017429" "TELO2" "TELO2" "ENSRNOG00000016774" "Telo2" "TELO2"
"2734" "ENSG00000100731" "ENSDARG00000011819" "PCNX1" "PCNX1" "ENSGALG00010021293" "PCNX1" "PCNX1" "ENSRNOG00000007459" "Pcnx1" "PCNX1"
"2735" "ENSG00000100739" "ENSDARG00000020744" "bdkrb1" "BDKRB1" "ENSGALG00010015585" "BDKRB1" "BDKRB1" "ENSRNOG00000004488" "Bdkrb1" "BDKRB1"
"2736" "ENSG00000100744" "ENSDARG00000038099" "gskip" "GSKIP" "ENSGALG00010015631" "GSKIP" "GSKIP" "ENSRNOG00000042427" "Gskip" "GSKIP"
"2737" "ENSG00000100749" "ENSDARG00000018006" "vrk1" "VRK1" "ENSGALG00010015865" "VRK1" "VRK1" "ENSRNOG00000005274" "Vrk1" "VRK1"
"2738" "ENSG00000100767" "ENSDARG00000042186" "paplnb" "PAPLN" "ENSGALG00010020966" "PAPLN" "PAPLN" "ENSRNOG00000009448" "Papln" "PAPLN"
"2739" "ENSG00000100767" "ENSDARG00000027867" "paplna" "PAPLN" "ENSGALG00010020966" "PAPLN" "PAPLN" "ENSRNOG00000009448" "Papln" "PAPLN"
"2740" "ENSG00000100784" "ENSDARG00000060551" "rps6ka5" "RPS6KA5" "ENSGALG00010017703" "RPS6KA5" "RPS6KA5" "ENSRNOG00000004362" "Rps6ka5" "RPS6KA5"
"2741" "ENSG00000100796" "ENSDARG00000042187" "smek1" "PPP4R3A" "ENSGALG00010015172" "PPP4R3A" "PPP4R3A" "ENSRNOG00000027773" "Ppp4r3a" "PPP4R3A"
"2742" "ENSG00000100804" "ENSDARG00000075445" "psmb5" "PSMB5" "ENSGALG00010003913" "PSMB5" "PSMB5" "ENSRNOG00000013386" "Psmb5" "PSMB5"
"2743" "ENSG00000100811" "ENSDARG00000042796" "yy1a" "YY1" "ENSGALG00010016569" "YY1" "YY1" "ENSRNOG00000004339" "Yy1" "YY1"
"2744" "ENSG00000100813" "ENSDARG00000026842" "acin1b" "ACIN1" "ENSGALG00010003882" "" "ACIN1" "ENSRNOG00000013533" "Acin1" "ACIN1"
"2745" "ENSG00000100813" "ENSDARG00000054290" "" "ACIN1" "ENSGALG00010003882" "" "ACIN1" "ENSRNOG00000013533" "Acin1" "ACIN1"
"2746" "ENSG00000100815" "ENSDARG00000078381" "trip11" "TRIP11" "ENSGALG00010015234" "TRIP11" "TRIP11" "ENSRNOG00000005292" "Trip11" "TRIP11"
"2747" "ENSG00000100823" "ENSDARG00000045843" "apex1" "APEX1" "ENSGALG00010000123" "" "APEX1" "ENSRNOG00000009663" "Apex1" "APEX1"
"2748" "ENSG00000100836" "ENSDARG00000045373" "pabpn1" "PABPN1" "ENSGALG00010003871" "" "PABPN1" "ENSRNOG00000042195" "Pabpn1" "PABPN1"
"2749" "ENSG00000100852" "ENSDARG00000061294" "arhgap5" "ARHGAP5" "ENSGALG00010005714" "ARHGAP5" "ARHGAP5" "ENSRNOG00000004696" "Arhgap5" "ARHGAP5"
"2750" "ENSG00000100865" "ENSDARG00000073910" "cinp" "CINP" "ENSGALG00010017208" "CINP" "CINP" "ENSRNOG00000008035" "Cinp" "CINP"
"2751" "ENSG00000100865" "ENSDARG00000073910" "cinp" "CINP" "ENSGALG00010017208" "CINP" "CINP" "ENSRNOG00000063612" "" "CINP"
"2752" "ENSG00000100867" "ENSDARG00000021135" "dhrs4" "DHRS2" "ENSGALG00010022077" "" "DHRS2" "ENSRNOG00000018177" "Dhrs2" "DHRS2"
"2753" "ENSG00000100867" "ENSDARG00000102720" "zgc:123284" "DHRS2" "ENSGALG00010022077" "" "DHRS2" "ENSRNOG00000018177" "Dhrs2" "DHRS2"
"2754" "ENSG00000100867" "ENSDARG00000069379" "zgc:158868" "DHRS2" "ENSGALG00010022676" "" "DHRS2" "ENSRNOG00000018177" "Dhrs2" "DHRS2"
"2755" "ENSG00000100867" "ENSDARG00000104829" "zgc:112146" "DHRS2" "ENSGALG00010022676" "" "DHRS2" "ENSRNOG00000018177" "Dhrs2" "DHRS2"
"2756" "ENSG00000100867" "ENSDARG00000101749" "zgc:92161" "DHRS2" "ENSGALG00010022077" "" "DHRS2" "ENSRNOG00000018177" "Dhrs2" "DHRS2"
"2757" "ENSG00000100867" "ENSDARG00000021149" "cbr1l" "DHRS2" "ENSGALG00010022077" "" "DHRS2" "ENSRNOG00000018177" "Dhrs2" "DHRS2"
"2758" "ENSG00000100867" "ENSDARG00000043562" "zgc:65997" "DHRS2" "ENSGALG00010022077" "" "DHRS2" "ENSRNOG00000018177" "Dhrs2" "DHRS2"
"2759" "ENSG00000100867" "ENSDARG00000069379" "zgc:158868" "DHRS2" "ENSGALG00010005420" "DHRS4" "DHRS2" "ENSRNOG00000018177" "Dhrs2" "DHRS2"
"2760" "ENSG00000100867" "ENSDARG00000043562" "zgc:65997" "DHRS2" "ENSGALG00010022676" "" "DHRS2" "ENSRNOG00000018177" "Dhrs2" "DHRS2"
"2761" "ENSG00000100867" "ENSDARG00000102720" "zgc:123284" "DHRS2" "ENSGALG00010022676" "" "DHRS2" "ENSRNOG00000018177" "Dhrs2" "DHRS2"
"2762" "ENSG00000100867" "ENSDARG00000018301" "si:ch73-186j5.2" "DHRS2" "ENSGALG00010022077" "" "DHRS2" "ENSRNOG00000018177" "Dhrs2" "DHRS2"
"2763" "ENSG00000100867" "ENSDARG00000099873" "zgc:163083" "DHRS2" "ENSGALG00010005420" "DHRS4" "DHRS2" "ENSRNOG00000018177" "Dhrs2" "DHRS2"
"2764" "ENSG00000100867" "ENSDARG00000101749" "zgc:92161" "DHRS2" "ENSGALG00010022676" "" "DHRS2" "ENSRNOG00000018177" "Dhrs2" "DHRS2"
"2765" "ENSG00000100867" "ENSDARG00000035129" "zgc:101858" "DHRS2" "ENSGALG00010022077" "" "DHRS2" "ENSRNOG00000018177" "Dhrs2" "DHRS2"
"2766" "ENSG00000100867" "ENSDARG00000101749" "zgc:92161" "DHRS2" "ENSGALG00010005420" "DHRS4" "DHRS2" "ENSRNOG00000018177" "Dhrs2" "DHRS2"
"2767" "ENSG00000100867" "ENSDARG00000018301" "si:ch73-186j5.2" "DHRS2" "ENSGALG00010022676" "" "DHRS2" "ENSRNOG00000018177" "Dhrs2" "DHRS2"
"2768" "ENSG00000100867" "ENSDARG00000021135" "dhrs4" "DHRS2" "ENSGALG00010005420" "DHRS4" "DHRS2" "ENSRNOG00000018177" "Dhrs2" "DHRS2"
"2769" "ENSG00000100867" "ENSDARG00000043562" "zgc:65997" "DHRS2" "ENSGALG00010005420" "DHRS4" "DHRS2" "ENSRNOG00000018177" "Dhrs2" "DHRS2"
"2770" "ENSG00000100867" "ENSDARG00000053483" "zgc:113054" "DHRS2" "ENSGALG00010005420" "DHRS4" "DHRS2" "ENSRNOG00000018177" "Dhrs2" "DHRS2"
"2771" "ENSG00000100867" "ENSDARG00000104829" "zgc:112146" "DHRS2" "ENSGALG00010022077" "" "DHRS2" "ENSRNOG00000018177" "Dhrs2" "DHRS2"
"2772" "ENSG00000100867" "ENSDARG00000053483" "zgc:113054" "DHRS2" "ENSGALG00010022676" "" "DHRS2" "ENSRNOG00000018177" "Dhrs2" "DHRS2"
"2773" "ENSG00000100867" "ENSDARG00000053483" "zgc:113054" "DHRS2" "ENSGALG00010022077" "" "DHRS2" "ENSRNOG00000018177" "Dhrs2" "DHRS2"
"2774" "ENSG00000100867" "ENSDARG00000069379" "zgc:158868" "DHRS2" "ENSGALG00010022077" "" "DHRS2" "ENSRNOG00000018177" "Dhrs2" "DHRS2"
"2775" "ENSG00000100867" "ENSDARG00000035129" "zgc:101858" "DHRS2" "ENSGALG00010005420" "DHRS4" "DHRS2" "ENSRNOG00000018177" "Dhrs2" "DHRS2"
"2776" "ENSG00000100867" "ENSDARG00000021149" "cbr1l" "DHRS2" "ENSGALG00010022676" "" "DHRS2" "ENSRNOG00000018177" "Dhrs2" "DHRS2"
"2777" "ENSG00000100867" "ENSDARG00000102720" "zgc:123284" "DHRS2" "ENSGALG00010005420" "DHRS4" "DHRS2" "ENSRNOG00000018177" "Dhrs2" "DHRS2"
"2778" "ENSG00000100867" "ENSDARG00000035129" "zgc:101858" "DHRS2" "ENSGALG00010022676" "" "DHRS2" "ENSRNOG00000018177" "Dhrs2" "DHRS2"
"2779" "ENSG00000100867" "ENSDARG00000021149" "cbr1l" "DHRS2" "ENSGALG00010005420" "DHRS4" "DHRS2" "ENSRNOG00000018177" "Dhrs2" "DHRS2"
"2780" "ENSG00000100867" "ENSDARG00000021135" "dhrs4" "DHRS2" "ENSGALG00010022676" "" "DHRS2" "ENSRNOG00000018177" "Dhrs2" "DHRS2"
"2781" "ENSG00000100867" "ENSDARG00000018301" "si:ch73-186j5.2" "DHRS2" "ENSGALG00010005420" "DHRS4" "DHRS2" "ENSRNOG00000018177" "Dhrs2" "DHRS2"
"2782" "ENSG00000100867" "ENSDARG00000099873" "zgc:163083" "DHRS2" "ENSGALG00010022077" "" "DHRS2" "ENSRNOG00000018177" "Dhrs2" "DHRS2"
"2783" "ENSG00000100867" "ENSDARG00000104829" "zgc:112146" "DHRS2" "ENSGALG00010005420" "DHRS4" "DHRS2" "ENSRNOG00000018177" "Dhrs2" "DHRS2"
"2784" "ENSG00000100867" "ENSDARG00000099873" "zgc:163083" "DHRS2" "ENSGALG00010022676" "" "DHRS2" "ENSRNOG00000018177" "Dhrs2" "DHRS2"
"2785" "ENSG00000100883" "ENSDARG00000098367" "srp54" "SRP54" "ENSGALG00010006720" "SRP54" "SRP54" "ENSRNOG00000032776" "Srp54a" "SRP54"
"2786" "ENSG00000100888" "ENSDARG00000075543" "chd8" "CHD8" "ENSGALG00010000350" "" "CHD8" "ENSRNOG00000025011" "Chd8" "CHD8"
"2787" "ENSG00000100889" "ENSDARG00000020956" "pck2" "PCK2" "ENSGALG00010003862" "PCK2" "PCK2" "ENSRNOG00000018536" "Pck2" "PCK2"
"2788" "ENSG00000100890" "ENSDARG00000075057" "prorp" "PRORP" "ENSGALG00010007337" "PRORP" "PRORP" "ENSRNOG00000007043" "Prorp" "PRORP"
"2789" "ENSG00000100897" "ENSDARG00000009868" "dcaf11" "DCAF11" "ENSGALG00010003835" "" "DCAF11" "ENSRNOG00000018825" "Dcaf11" "DCAF11"
"2790" "ENSG00000100902" "ENSDARG00000013966" "psma6b" "PSMA6" "ENSGALG00010006804" "PSMA6" "PSMA6" "ENSRNOG00000007114" "Psma6" "PSMA6"
"2791" "ENSG00000100902" "ENSDARG00000019398" "psma6a" "PSMA6" "ENSGALG00010006804" "PSMA6" "PSMA6" "ENSRNOG00000007114" "Psma6" "PSMA6"
"2792" "ENSG00000100916" "ENSDARG00000051955" "brms1" "BRMS1L" "ENSGALG00010005909" "BRMS1L" "BRMS1L" "ENSRNOG00000008249" "Brms1l" "BRMS1L"
"2793" "ENSG00000100918" "ENSDARG00000069260" "rec8b" "REC8" "ENSGALG00010004057" "" "REC8" "ENSRNOG00000019503" "Rec8" "REC8"
"2794" "ENSG00000100918" "ENSDARG00000078329" "" "REC8" "ENSGALG00010004057" "" "REC8" "ENSRNOG00000019503" "Rec8" "REC8"
"2795" "ENSG00000100934" "ENSDARG00000104230" "sec23a" "SEC23A" "ENSGALG00010006343" "SEC23A" "SEC23A" "ENSRNOG00000004657" "Sec23a" "SEC23A"
"2796" "ENSG00000100941" "ENSDARG00000015851" "pnn" "PNN" "ENSGALG00010006382" "PNN" "PNN" "ENSRNOG00000004061" "Pnn" "PNN"
"2797" "ENSG00000100979" "ENSDARG00000104495" "pltp" "PLTP" "ENSGALG00010016006" "PLTP" "PLTP" "ENSRNOG00000016488" "Pltp" "PLTP"
"2798" "ENSG00000100982" "ENSDARG00000099084" "pcif1" "PCIF1" "ENSGALG00010016025" "PCIF1" "PCIF1" "ENSRNOG00000016870" "Pcif1" "PCIF1"
"2799" "ENSG00000100983" "ENSDARG00000037706" "gss" "GSS" "ENSGALG00010023412" "GSS" "GSS" "ENSRNOG00000018964" "Gss" "GSS"
"2800" "ENSG00000100985" "ENSDARG00000042816" "mmp9" "MMP9" "ENSGALG00010015061" "MMP9" "MMP9" "ENSRNOG00000017539" "Mmp9" "MMP9"
"2801" "ENSG00000100987" "ENSDARG00000056292" "vsx1" "VSX1" "ENSGALG00010016860" "VSX1" "VSX1" "ENSRNOG00000042220" "Vsx1" "VSX1"
"2802" "ENSG00000100991" "ENSDARG00000020647" "trpc4apb" "TRPC4AP" "ENSGALG00010022664" "TRPC4AP" "TRPC4AP" "ENSRNOG00000019152" "Trpc4ap" "TRPC4AP"
"2803" "ENSG00000100991" "ENSDARG00000018840" "trpc4apa" "TRPC4AP" "ENSGALG00010022664" "TRPC4AP" "TRPC4AP" "ENSRNOG00000019152" "Trpc4ap" "TRPC4AP"
"2804" "ENSG00000100994" "ENSDARG00000002021" "pygb" "PYGB" "ENSGALG00010018376" "PYGB" "PYGB" "ENSRNOG00000007583" "Pygb" "PYGB"
